,job title,more info,job_company,job_location,skill requirement 1,skill requirement 2,skill requirement 3,posted time
63,Data Scientist,https://th.jobsdb.com//th/en/job/data-scientist-300003002454000?token=0~bc2d335d-185d-4a48-9205-ed7310f1dbc4&sectionRank=64&jobId=jobsdb-th-job-300003002454000,"Kiss of Beauty Co., Ltd.",Wattana,Good programming skills in scripting languages,Solid experience with BI/visualization tools,"Experience in Customer Segmentation, Optimization",1d ago
64,Data Science Specialist,https://th.jobsdb.com//th/en/job/data-science-specialist-300003002462682?token=0~bc2d335d-185d-4a48-9205-ed7310f1dbc4&sectionRank=65&jobId=jobsdb-th-job-300003002462682,Central Group (Corporate Units),Pathumwan,Design and manage end-to-end recommendation engine,Strong analytical thinking,"experience in Python / PySpark, SQL",1d ago
65,Business Intelligence & Data Analyst,https://th.jobsdb.com//th/en/job/business-intelligence-data-analyst-300003002462082?token=0~bc2d335d-185d-4a48-9205-ed7310f1dbc4&sectionRank=66&jobId=jobsdb-th-job-300003002462082,PRTR Recruitment and Outsourcing,Bangkok,Business Intelligence & Data Analyst,"SQL, Tableau, PowerBI",High salary + Benefits,1d ago
66,Data Engineer (Lead),https://th.jobsdb.com//th/en/job/data-engineer-lead-300003002457730?token=0~bc2d335d-185d-4a48-9205-ed7310f1dbc4&sectionRank=67&jobId=jobsdb-th-job-300003002457730,"SCB Securities Co., Ltd.",Jatuchak,Implement new technologies and tooling,Create and maintain optimal data,enjoy working in a fast-paced dynamic environment.,1d ago
67,DRP and Data Center Operations Management AVP,https://th.jobsdb.com//th/en/job/drp-and-data-center-operations-management-avp-300003002454401?token=0~bc2d335d-185d-4a48-9205-ed7310f1dbc4&sectionRank=68&jobId=jobsdb-th-job-300003002454401,Krungsri Bank (Bank of Ayudhya PCL.),Yannawa,IT Disaster Recovery Plan (DRP),IT Business Continuity Plan (BCP),ITIL and English Communication,20h ago
68,Data Scientist,https://th.jobsdb.com//th/en/job/data-scientist-300003002453216?token=0~bc2d335d-185d-4a48-9205-ed7310f1dbc4&sectionRank=69&jobId=jobsdb-th-job-300003002453216,KASIKORNBANK PUBLIC COMPANY LIMITED,Bangkok,Machine Learning,Data science,"SQL, Python, R",1d ago
69,Application Support & Data Analysis Migration Leader (CRM Application Platform),https://th.jobsdb.com//th/en/job/application-support-data-analysis-migration-leader-crm-application-platform-300003002467614?token=0~bc2d335d-185d-4a48-9205-ed7310f1dbc4&sectionRank=70&jobId=jobsdb-th-job-300003002467614,Krungsri Consumer,Pathumwan,Data Analysis Conversion Leader,Production Support,Experience in any CRM Application Platform is bene,10h ago
70,Data Engineer - Big Data,https://th.jobsdb.com//th/en/job/data-engineer-big-data-300003002453709?token=0~bc2d335d-185d-4a48-9205-ed7310f1dbc4&sectionRank=71&jobId=jobsdb-th-job-300003002453709,"FazWaz (Thailand) Co., Ltd.",Wattana,,,,1d ago
71,Business Analyst (Real Estate),https://th.jobsdb.com//th/en/job/business-analyst-real-estate-300003002463297?token=0~bc2d335d-185d-4a48-9205-ed7310f1dbc4&sectionRank=72&jobId=jobsdb-th-job-300003002463297,"Flash Coffee TH Co., Ltd",Sathorn,2-3 years of experience,SQL/BI Tools,Real Estate Asset Management,20h ago
72,Data Engineer (ETL)(Senior - Specialist),https://th.jobsdb.com//th/en/job/data-engineer-etl-senior-specialist-300003002468264?token=0~bc2d335d-185d-4a48-9205-ed7310f1dbc4&sectionRank=73&jobId=jobsdb-th-job-300003002468264,"Pomelo Fashion Co., Ltd.",Klongtoey,5-year proven working experience as a data analyst,Good command of English,Strong knowledge of and experience with statistics,2h ago
73,Senior Manager - Data Science,https://th.jobsdb.com//th/en/job/senior-manager-data-science-300003002462982?token=0~bc2d335d-185d-4a48-9205-ed7310f1dbc4&sectionRank=74&jobId=jobsdb-th-job-300003002462982,BTS GROUP HOLDINGS PUBLIC COMPANY LIMITED,Jatuchak,Experiences working as DA/DS projects,Managerial Level,"Strong in SQL, Python, Tableau skills",20h ago
74,Data Governance Engineer (1 Year Project),https://th.jobsdb.com//th/en/job/data-governance-engineer-1-year-project-300003002454178?token=0~bc2d335d-185d-4a48-9205-ed7310f1dbc4&sectionRank=75&jobId=jobsdb-th-job-300003002454178,Prudential Life Assurance (Thailand) Public Company Limited,Pathumwan,Bachelor’s or Master’s Degree in Computer Science,1-3 years of experience in Data Governance,Experience using or implementing Data Catalogs,20h ago
75,Data Architect (Post-Sales),https://th.jobsdb.com//th/en/job/data-architect-post-sales-300003002454492?token=0~bc2d335d-185d-4a48-9205-ed7310f1dbc4&sectionRank=76&jobId=jobsdb-th-job-300003002454492,"TANGERINE CO., LTD.",Sathorn,Degree or Master’s Degree in Computer Science,Experienced working with huge data,"Visualization, analysis tools such as Google Data",20h ago
76,"Data Scientist (Junior - Senior), Tech Startup",https://th.jobsdb.com//th/en/job/data-scientist-junior-senior-tech-startup-300003002457800?token=0~bc2d335d-185d-4a48-9205-ed7310f1dbc4&sectionRank=77&jobId=jobsdb-th-job-300003002457800,Argyll Scott Asia,Bangkok,"data scientist, senior data scientist","startup, ML, DL, AI","machine learning, deep learning",1d ago
77,Data Engineer (Junior/Senior),https://th.jobsdb.com//th/en/job/data-engineer-junior-senior-300003002462417?token=0~bc2d335d-185d-4a48-9205-ed7310f1dbc4&sectionRank=78&jobId=jobsdb-th-job-300003002462417,"Digital Workforce Co., Ltd.",Jatuchak,"ปริญญาตรี Com science, MIS, Com Eng, สถิติศาสตร์",มีประสบการณ์ในการพัฒนาระบบ Big Data Ecosystem SQL,มีประสบการณ์ Python  Shell Script ไม่น้อยกว่า 1 ปี,20h ago
78,Data scientist,https://th.jobsdb.com//th/en/job/data-scientist-300003002466539?token=0~bc2d335d-185d-4a48-9205-ed7310f1dbc4&sectionRank=79&jobId=jobsdb-th-job-300003002466539,"Ignite Service (Thailand) Co., Ltd.",Chonburi,"Data scientist,Statistics, Computer Science","Python, SQL server,MySQL,PostgreSQL","NiFi,Spark,Kafka,database",1d ago
79,Auditor - Internal Process (Preferred Data Analytics Skill),https://th.jobsdb.com//th/en/job/auditor-internal-process-preferred-data-analytics-skill-300003002454029?token=0~bc2d335d-185d-4a48-9205-ed7310f1dbc4&sectionRank=80&jobId=jobsdb-th-job-300003002454029,"Siam Commercial Bank Public Co., Ltd. (SCB)",Jatuchak,Internal control system,"Audit report,  Process Improvement",Banking Audit Program,1d ago
80,Sales Analyst (Data Analysis),https://th.jobsdb.com//th/en/job/sales-analyst-data-analysis-300003002466564?token=0~bc2d335d-185d-4a48-9205-ed7310f1dbc4&sectionRank=81&jobId=jobsdb-th-job-300003002466564,PRTR Recruitment and Outsourcing,Wattana,1 Yr Experience in Category Mgmt or Data Analysis,"Degree in Economics, Statistics, or Related Field","Able to Use Excel Vlookup, Pivot, Etc",1d ago
81,DATA ENGINEERING MANAGER,https://th.jobsdb.com//th/en/job/data-engineering-manager-300003002463198?token=0~bc2d335d-185d-4a48-9205-ed7310f1dbc4&sectionRank=82&jobId=jobsdb-th-job-300003002463198,Asset World Corp Public Company Limited,Sathorn,"Big Data,  Data Pipelines,  Architectures",Transforming Data,Deploy New Data Pipeline / Dashboard / Model,20h ago
82,Data Engineer (BI),https://th.jobsdb.com//th/en/job/data-engineer-bi-300003002458770?token=0~bc2d335d-185d-4a48-9205-ed7310f1dbc4&sectionRank=83&jobId=jobsdb-th-job-300003002458770,PANDORA,Pravet,"Experience to Azure (cloud, Synapse, Data Factory)","Data Lake, DataBricks, SQL Server",Familiar with data warehouse / analytical solution,20h ago
83,Data Scientist - Unsecure Loan/Campaigns (Manager Level),https://th.jobsdb.com//th/en/job/data-scientist-unsecure-loan-campaigns-manager-level-300003002467297?token=0~bc2d335d-185d-4a48-9205-ed7310f1dbc4&sectionRank=84&jobId=jobsdb-th-job-300003002467297,Krungsri Consumer,Pathumwan,"Data Scientist, Python, Machine Learning, AI",Data Analysis for Unsecure Loan/Digital Lending,Campaign & Segmentation,1d ago
84,Data Risk Management (Manager - Specialist),https://th.jobsdb.com//th/en/job/data-risk-management-manager-specialist-300003002462744?token=0~bc2d335d-185d-4a48-9205-ed7310f1dbc4&sectionRank=85&jobId=jobsdb-th-job-300003002462744,Land and Houses Bank Public Company Limited,Sathorn,data risk management & data security incident,"Data Governance, IT risk management framework","Banking ,Financial ,Consulting firms",20h ago
85,BI Developer / Data Engineer,https://th.jobsdb.com//th/en/job/bi-developer-data-engineer-300003002453089?token=0~bc2d335d-185d-4a48-9205-ed7310f1dbc4&sectionRank=86&jobId=jobsdb-th-job-300003002453089,Charoen Pokphand Foods Public Company Limited,Bangrak,"data scientist, BI, Big Data, Data Warehouse","IT, iComputer Science, Computer Engineering,","BTS Saladang, MRT Silom",2d ago
86,Business Analyst (Data Solution),https://th.jobsdb.com//th/en/job/business-analyst-data-solution-300003002461975?token=0~bc2d335d-185d-4a48-9205-ed7310f1dbc4&sectionRank=87&jobId=jobsdb-th-job-300003002461975,Playtorium Solutions Company Limited,Jatuchak,Lead project team - data products/solutions,Analyse customer business requirements,Provide technical/business guidance and coaching,1d ago
87,Management Information System **Open for New Grads,https://th.jobsdb.com//th/en/job/management-information-system-**open-for-new-grads-300003002454268?token=0~bc2d335d-185d-4a48-9205-ed7310f1dbc4&sectionRank=88&jobId=jobsdb-th-job-300003002454268,"Central JD Fintech Co., Ltd.",Pathumwan,Strong SQL programming skill,Reporting skill,Good data validation concepts,14h ago
88,"Assistant Manager, Postpaid In-Life (Marketing Coordinator & Data Analyst)",https://th.jobsdb.com//th/en/job/assistant-manager-postpaid-in-life-marketing-coordinator-data-analyst-300003002457941?token=0~bc2d335d-185d-4a48-9205-ed7310f1dbc4&sectionRank=89&jobId=jobsdb-th-job-300003002457941,dtac,Pathumwan,Marketing Coordinator & Data Analyst,"familiar with SQL, Vertica, Teradata, MS office",Operational Excellent,1d ago
89,Data Engineer in Business Intelligence Team,https://th.jobsdb.com//th/en/job/data-engineer-in-business-intelligence-team-300003002453741?token=0~bc2d335d-185d-4a48-9205-ed7310f1dbc4&sectionRank=90&jobId=jobsdb-th-job-300003002453741,"Agoda Services Co., Ltd.",Pathumwan,Experience in ETL tools or data pipeline language,Databases and writing SQL queries,Big Data’ technologies / tools Ex. Tensorflow,1d ago
90,Senior Specialist - Audit Data Analytics,https://th.jobsdb.com//th/en/job/senior-specialist-audit-data-analytics-300003002454982?token=0~b9a8ffa2-58ca-4b72-b3ec-f52470f3f6fe&sectionRank=91&jobId=jobsdb-th-job-300003002454982,TMBThanachart Bank Public Company Limited,Rajthevee,Lead and manage team,"SQL, Python, R, Power BI etc.",Understand risk & audit framework and tools,14h ago
91,Data Analyst (Customer Service Team)/ BTS Bearing,https://th.jobsdb.com//th/en/job/data-analyst-customer-service-team-bts-bearing-300003002453486?token=0~b9a8ffa2-58ca-4b72-b3ec-f52470f3f6fe&sectionRank=92&jobId=jobsdb-th-job-300003002453486,UTAC Thai Limited,Bangna,at least 1 years working experiences,"Technical Skill such as Java, Python, R, Tableau","Experiences in Hadoop, PySpark, Hive, Scala, Kafka",1d ago
92,Senior Manager - Data Analytics,https://th.jobsdb.com//th/en/job/senior-manager-data-analytics-300003002467114?token=0~b9a8ffa2-58ca-4b72-b3ec-f52470f3f6fe&sectionRank=93&jobId=jobsdb-th-job-300003002467114,PRTR Recruitment and Outsourcing,Bangkok,Data Analytics,Customer Insights,Data Analytics Manager,1d ago
93,RPA Developer (for Data Innovation),https://th.jobsdb.com//th/en/job/rpa-developer-for-data-innovation-300003002462740?token=0~b9a8ffa2-58ca-4b72-b3ec-f52470f3f6fe&sectionRank=94&jobId=jobsdb-th-job-300003002462740,Land and Houses Bank Public Company Limited,Sathorn,RPA Utilization,"BluePrism, UiPath, Kapow, Automation Anywhere,NICE",Design business process for automation,20h ago
94,Assistant HR Manager (Hiring & Data Reporting),https://th.jobsdb.com//th/en/job/assistant-hr-manager-hiring-data-reporting-300003002463592?token=0~b9a8ffa2-58ca-4b72-b3ec-f52470f3f6fe&sectionRank=95&jobId=jobsdb-th-job-300003002463592,Krungsri Consumer,Pathumwan,"Advanced MS Excel (QUERY, pivot tables, Formula)","Experience in recruitment, HRIS, Data & Reporting",Strong organization skills and attention to detail,20h ago
95,Customer Data Infrastructure (Junior Data Engineer),https://th.jobsdb.com//th/en/job/customer-data-infrastructure-junior-data-engineer-300003002466858?token=0~b9a8ffa2-58ca-4b72-b3ec-f52470f3f6fe&sectionRank=96&jobId=jobsdb-th-job-300003002466858,Bank of Ayudhya Public Company Limited (Krungsri Bank),Yannawa,Data Model and Enterprise Data Warehouse,"SQL Programming, Python Skill for data mainpulat",design and implement data infrastructure,1d ago
96,Data Engineer,https://th.jobsdb.com//th/en/job/data-engineer-300003002454927?token=0~b9a8ffa2-58ca-4b72-b3ec-f52470f3f6fe&sectionRank=97&jobId=jobsdb-th-job-300003002454927,Bluebik Group Public Company Limited,Bangrak,Experience in data engineering,Proficient in Python  and Hadoop,Experience in data warehouse,20h ago
97,Urgently Required! - Senior Data Scientist (3 positions),https://th.jobsdb.com//th/en/job/urgently-required!-senior-data-scientist-3-positions-300003002466442?token=0~b9a8ffa2-58ca-4b72-b3ec-f52470f3f6fe&sectionRank=98&jobId=jobsdb-th-job-300003002466442,Western Digital Storage Technologies (Thailand) Ltd.,Phrachinburi,"Experience in data sciences, advanced statistical","SQL scripts, Coding (preferably Pythons)","Data analytics/visualization (Spotfire, Tableau)",1d ago
98,Data Engineer (Jr./ Sr.),https://th.jobsdb.com//th/en/job/data-engineer-jr-sr-300003002457515?token=0~b9a8ffa2-58ca-4b72-b3ec-f52470f3f6fe&sectionRank=99&jobId=jobsdb-th-job-300003002457515,MFEC Public Company Limited,Jatuchak,Data Pipeline Framework,Data Models and Architecture,Competitive salary with high benefits,2d ago
99,Markets Report and Data Management Officer,https://th.jobsdb.com//th/en/job/markets-report-and-data-management-officer-300003002458480?token=0~b9a8ffa2-58ca-4b72-b3ec-f52470f3f6fe&sectionRank=100&jobId=jobsdb-th-job-300003002458480,Krungsri Bank (Bank of Ayudhya PCL.),Yannawa,Minimum of 3-10 years’ experience in financial,Open and growth mindset.,Good command of English.,20h ago
100,Credit Policy and Process Development Manager (Data Analyst)/ผู้จัดการงานพัฒนานโยบายและกระบวนการสินเชื่อ,https://th.jobsdb.com//th/en/job/credit-policy-and-process-development-manager-data-analyst-%E0%B8%9C%E0%B8%B9%E0%B9%89%E0%B8%88%E0%B8%B1%E0%B8%94%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%87%E0%B8%B2%E0%B8%99%E0%B8%9E%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B8%B2%E0%B8%99%E0%B9%82%E0%B8%A2%E0%B8%9A%E0%B8%B2%E0%B8%A2%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%81%E0%B8%A3%E0%B8%B0%E0%B8%9A%E0%B8%A7%E0%B8%99%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%AA%E0%B8%B4%E0%B8%99%E0%B9%80%E0%B8%8A%E0%B8%B7%E0%B9%88%E0%B8%AD-300003002457618?token=0~b9a8ffa2-58ca-4b72-b3ec-f52470f3f6fe&sectionRank=101&jobId=jobsdb-th-job-300003002457618,KASIKORNBANK PUBLIC COMPANY LIMITED,Phayathai,Credit Policy (Data Analytics ),SQL,อาคารพหลโยธิน,1d ago
101,ETL and Business Intelligence,https://th.jobsdb.com//th/en/job/etl-and-business-intelligence-300003002463101?token=0~b9a8ffa2-58ca-4b72-b3ec-f52470f3f6fe&sectionRank=102&jobId=jobsdb-th-job-300003002463101,True Corporation Public Company Limited,Huaykwang,ETL,Data Engineering,Business Intelligence,20h ago
102,Data Engineer,https://th.jobsdb.com//th/en/job/data-engineer-300003002453783?token=0~b9a8ffa2-58ca-4b72-b3ec-f52470f3f6fe&sectionRank=103&jobId=jobsdb-th-job-300003002453783,ANCOR THAILAND,Bangkok,Attractive and competitive salary and benefits,Shuttle bus from MRT to office,International team,1d ago
103,Associate Director – Data Governance,https://th.jobsdb.com//th/en/job/associate-director-data-governance-300003002462848?token=0~b9a8ffa2-58ca-4b72-b3ec-f52470f3f6fe&sectionRank=104&jobId=jobsdb-th-job-300003002462848,BTS GROUP HOLDINGS PUBLIC COMPANY LIMITED,Jatuchak,Lead and manage the data compliance,Lead and manage the data quality & valuation,Lead the new data source acquisition,20h ago
104,"Credit System and Analytics, Wholesale Banking - Portfolio Management",https://th.jobsdb.com//th/en/job/credit-system-and-analytics-wholesale-banking-portfolio-management-300003002458312?token=0~b9a8ffa2-58ca-4b72-b3ec-f52470f3f6fe&sectionRank=105&jobId=jobsdb-th-job-300003002458312,United Overseas Bank (Thai) Public Company Limited (UOB),Sathorn,Data Analytic,Data Transformation,power BI,20h ago
105,Marketing Data Analyst,https://th.jobsdb.com//th/en/job/marketing-data-analyst-300003002457390?token=0~b9a8ffa2-58ca-4b72-b3ec-f52470f3f6fe&sectionRank=106&jobId=jobsdb-th-job-300003002457390,"Ngernturbo Co., Ltd. / บริษัท เงินเทอร์โบ จำกัด",Prakket,Data Analyst,Marketing,Analyze,3d ago
106,Data Engineer,https://th.jobsdb.com//th/en/job/data-engineer-300003002466517?token=0~b9a8ffa2-58ca-4b72-b3ec-f52470f3f6fe&sectionRank=107&jobId=jobsdb-th-job-300003002466517,PRTR Recruitment and Outsourcing,Bangkok,Bachelor's + in Computer Engineering / Related,"5 Yrs Exp in Hadoop Technologies, ETL Pipeline",Excellent Communication Skills,1d ago
107,Senior Data Scientist - DataX,https://th.jobsdb.com//th/en/job/senior-data-scientist-datax-300003002463104?token=0~b9a8ffa2-58ca-4b72-b3ec-f52470f3f6fe&sectionRank=108&jobId=jobsdb-th-job-300003002463104,"Siam Commercial Bank Public Co., Ltd. (SCB)",Jatuchak,Data scientist / statistician / ML engineer,V.good at statistics and hypothesis probability,SQL Python and PySpark or Scala,20h ago
108,Data Center Engineer (New Grad are also Welcome),https://th.jobsdb.com//th/en/job/data-center-engineer-new-grad-are-also-welcome-300003002468257?token=0~b9a8ffa2-58ca-4b72-b3ec-f52470f3f6fe&sectionRank=109&jobId=jobsdb-th-job-300003002468257,PRTR Recruitment and Outsourcing,Bangkok,Computer/Communication Related Degree,Good English Communication Skills,Able to Work in Shifts,2h ago
109,Data Engineer (OFSAA & IFRS9 Project),https://th.jobsdb.com//th/en/job/data-engineer-ofsaa-ifrs9-project-300003002457597?token=0~b9a8ffa2-58ca-4b72-b3ec-f52470f3f6fe&sectionRank=110&jobId=jobsdb-th-job-300003002457597,Bangkok Bank Public Company Limited,Yannawa,"data engineer, OFSAA, IFRS9","etl, power bi, cube",Business Intelligence,1d ago
110,ttb broker: Information Management,https://th.jobsdb.com//th/en/job/ttb-broker%3A-information-management-300003002467442?token=0~b9a8ffa2-58ca-4b72-b3ec-f52470f3f6fe&sectionRank=111&jobId=jobsdb-th-job-300003002467442,TMBThanachart Bank Public Company Limited,Suanluang,1-3 years experiences in Data Business analyst,"Experience in SQL, Phyton programming",Market trend / Sales Data,21h ago
111,Data Engineer,https://th.jobsdb.com//th/en/job/data-engineer-300003002457829?token=0~b9a8ffa2-58ca-4b72-b3ec-f52470f3f6fe&sectionRank=112&jobId=jobsdb-th-job-300003002457829,LINE Company (Thailand) Limited,Pathumwan,"Design, build, optimize, and support data model",Manage and verify data accuracy for Hadoop cluster,Strong SQL skills,1d ago
112,Data Analyst (AM-AVP),https://th.jobsdb.com//th/en/job/data-analyst-am-avp-300003002461575?token=0~b9a8ffa2-58ca-4b72-b3ec-f52470f3f6fe&sectionRank=113&jobId=jobsdb-th-job-300003002461575,Kiatnakin Phatra Securities Public Company Limited,Huaykwang,3-5 years of work experience as a data analyst,High caliber Bachelor's/Master’s degree,Knowledge of data visualization software,4d ago
113,Supply Chain Analyst,https://th.jobsdb.com//th/en/job/supply-chain-analyst-300003002468123?token=0~b9a8ffa2-58ca-4b72-b3ec-f52470f3f6fe&sectionRank=114&jobId=jobsdb-th-job-300003002468123,Boots Retail (Thailand) Ltd.,Dindaeng,"Expert in Excel, Access, VBA, etc.","Analytical skills, familiar with analytic tools",English communication is advantage,4h ago
